timestamp,close,high,low,open,volume
2025-10-01,24836.30078125,24867.94921875,24605.94921875,24620.55078125,308900
2025-10-03,24894.25,24904.80078125,24747.55078125,24759.55078125,365900
2025-10-06,25077.650390625,25095.94921875,24881.650390625,24916.55078125,268800
2025-10-07,25108.30078125,25220.900390625,25076.30078125,25085.30078125,288000
2025-10-08,25046.150390625,25192.5,25008.5,25079.75,227400
2025-10-09,25181.80078125,25199.25,25024.30078125,25074.30078125,286300
2025-10-10,25285.349609375,25330.75,25156.849609375,25167.650390625,232900
2025-10-13,25227.349609375,25267.30078125,25152.30078125,25177.30078125,234300
2025-10-14,25145.5,25310.349609375,25060.55078125,25277.55078125,292100
2025-10-15,25323.55078125,25365.150390625,25159.349609375,25181.94921875,289900
2025-10-16,25585.30078125,25625.400390625,25376.849609375,25394.900390625,372800
2025-10-17,25709.849609375,25781.5,25508.599609375,25546.849609375,422100
2025-10-20,25843.150390625,25926.19921875,25788.5,25824.599609375,301100
2025-10-21,25868.599609375,25934.349609375,25825.80078125,25901.19921875,42500
2025-10-23,25891.400390625,26104.19921875,25862.44921875,26057.19921875,448400
2025-10-24,25795.150390625,25944.150390625,25718.19921875,25935.099609375,284900
2025-10-27,25966.05078125,26005.94921875,25827.0,25843.19921875,266300
2025-10-28,25936.19921875,26041.69921875,25810.05078125,25939.94921875,395200
2025-10-29,26053.900390625,26097.849609375,25960.30078125,25982.0,321900
2025-10-30,25877.849609375,26032.05078125,25845.25,25984.400390625,257400
2025-10-31,25722.099609375,25953.75,25711.19921875,25863.80078125,334400
2025-11-03,25763.349609375,25803.099609375,25645.5,25696.849609375,23300
2025-11-04,25597.650390625,25787.400390625,25578.400390625,25744.75,305100
2025-11-06,25509.69921875,25679.150390625,25491.55078125,25593.349609375,371900
2025-11-07,25492.30078125,25551.25,25318.44921875,25433.80078125,305600
2025-11-10,25574.349609375,25653.44921875,25503.5,25503.5,243600
2025-11-11,25694.94921875,25715.80078125,25449.25,25617.0,297700
2025-11-12,25875.80078125,25934.55078125,25781.150390625,25834.30078125,312600
2025-11-13,25879.150390625,26010.69921875,25808.400390625,25906.099609375,385200
2025-11-14,25910.05078125,25940.19921875,25740.80078125,25767.900390625,518900
2025-11-17,26013.44921875,26024.19921875,25906.349609375,25948.19921875,281800
2025-11-18,25910.05078125,26029.849609375,25876.5,26021.80078125,280000
2025-11-19,26052.650390625,26074.650390625,25856.19921875,25918.099609375,250100
2025-11-20,26192.150390625,26246.650390625,26063.19921875,26132.099609375,240400
2025-11-21,26068.150390625,26179.19921875,26052.19921875,26109.55078125,235600
2025-11-24,25959.5,26142.80078125,25912.150390625,26122.80078125,464700
2025-11-25,25884.80078125,26032.599609375,25857.5,25998.5,260500
2025-11-26,26205.30078125,26215.150390625,25842.94921875,25842.94921875,275300
2025-11-27,26215.55078125,26310.44921875,26141.900390625,26261.25,240300
2025-11-28,26202.94921875,26280.75,26172.400390625,26237.44921875,202500
2025-12-01,26175.75,26325.80078125,26124.19921875,26325.80078125,213800
2025-12-02,26032.19921875,26154.599609375,25997.849609375,26087.94921875,254800
2025-12-03,25986.0,26066.44921875,25891.0,26004.900390625,265700
2025-12-04,26033.75,26098.25,25938.94921875,25981.849609375,248100
2025-12-05,26186.44921875,26202.599609375,25985.349609375,25999.80078125,249300
2025-12-08,25960.55078125,26178.69921875,25892.25,26159.80078125,320700
2025-12-09,25839.650390625,25923.650390625,25728.0,25867.099609375,276000
2025-12-10,25758.0,25947.650390625,25734.55078125,25864.05078125,207900
2025-12-11,25898.55078125,25922.80078125,25693.25,25771.400390625,206100
2025-12-12,26046.94921875,26057.599609375,25938.44921875,25971.19921875,216300
2025-12-15,26027.30078125,26047.150390625,25904.75,25930.05078125,181600
2025-12-16,25860.099609375,25980.75,25834.349609375,25951.5,264400
2025-12-17,25818.55078125,25929.150390625,25770.349609375,25902.400390625,206500
2025-12-18,25815.55078125,25902.349609375,25726.30078125,25764.69921875,197600
2025-12-19,25966.400390625,25993.349609375,25880.44921875,25911.5,382900
2025-12-22,26172.400390625,26180.69921875,26047.80078125,26055.849609375,253000
2025-12-23,26177.150390625,26233.55078125,26119.05078125,26205.19921875,216600
2025-12-24,26142.099609375,26236.400390625,26123.0,26170.650390625,188800
2025-12-26,26042.30078125,26144.19921875,26008.599609375,26121.25,142200
2025-12-29,25942.099609375,26106.80078125,25920.30078125,26063.349609375,234300
2025-12-30,25938.849609375,25976.75,25878.0,25940.900390625,396900
2025-12-31,26129.599609375,26187.94921875,25969.0,25971.05078125,246300
2026-01-01,26146.55078125,26197.55078125,26113.400390625,26173.30078125,425600
2026-01-02,26328.55078125,26340.0,26118.400390625,26155.099609375,357500
2026-01-05,26250.30078125,26373.19921875,26210.05078125,26333.69921875,338800
2026-01-06,26178.69921875,26273.94921875,26124.75,26189.69921875,383000
2026-01-07,26140.75,26187.150390625,26067.900390625,26143.099609375,338200
2026-01-08,25876.849609375,26133.19921875,25858.44921875,26106.5,328500
2026-01-09,25683.30078125,25940.599609375,25623.0,25840.400390625,348800
2026-01-12,25790.25,25813.150390625,25473.400390625,25669.05078125,275800
2026-01-13,25732.30078125,25899.80078125,25603.30078125,25897.349609375,339500
2026-01-14,25665.599609375,25791.75,25603.94921875,25648.55078125,393100
